company,title,location,description,technologies,salary,english,years_of_experience,employment_type,views,appliances
Yalantis,Senior Python developer,"Україна(Дніпро, Київ, Львів)","We’re looking for an experienced Python developer to join our team.<br><br>Responsibilities:<br><br>- Collaborate and build solutions regarding architecture, backend APIs, and testingframeworks<br>- Write TDD, functional and automated tests for new and existing features<br>- Provide documentation for written code and assist in peer code reviews<br>- Assist in resolving operational issues for implemented features<br>- Provide support for successful feature rollout and deployment<br><br>Requirements:<br><br>- Bachelor’s or Master’s degree in Computer Science, Software Engineering, or a related field (or equivalent practical experience).<br>- Proven experience as a software developer, including hands-on experience withcloud-based software development, preferably on AWS.<br>- Strong knowledge of programming languages Python, JavaScript and relatedframeworks.<br>- Experience in designing and building scalable, secure, and highly available cloudinfrastructure on AWS, including Fargate and Lambda<br>- Solid understanding of software development methodologies, agile practices, andcontinuous integration/continuous deployment (CI/CD) processes using Terraform<br>- Familiarity with software testing principles and practices, including TDD and automated testing frameworks and tools.<br>- Experience developing data acquisition and transformation systems and relatedautomation preferred.<br><br>Our benefits:<br><br>GROWTH & EDUCATION<br>Individual development plan.<br>Mentoring program.<br>Evaluation process.<br>Professional education.<br>Covering the cost of professional certifications.<br>Corporate library.<br>English classes.<br><br>COMMUNITY<br>Technological community.<br>Volunteering & Charity.<br>Yalantis events.<br>Yalantis Education.<br>Project Teambuilding activities.<br>Workation in Larnaca.<br><br>WELLBEING<br>Medical insurance/Health check-up/Sports activities compensation — up to your choice.<br>Vacation & Day Offs.<br>Mental health support program.<br>Public holidays.<br>Financial and legal support for private entrepreneurs.<br><br>WORK ENVIRONMENT<br>Cozy offices (Dnipro, Kyiv, Lviv, Warsaw, Larnaca).<br>Corporate Top-notch equipment and quality tools.<br>Flexible format of work.<br>Eco & Pet-friendly space.<br>Fun activities in offices.<br>Y-bucks & Yalantis store.","['Code Review', 'Python', 'Automation', 'Automated Testing', 'Agile']",,Upper-Intermediate,5,Office або Remote,53,11
Develux,Senior Python Backend Engineer,Україна,"<b>What are we doing?</b><br>Develux is an IT consulting and software development company with products for the US market and outsourcing services worldwide. The company has been on the market since 2014 and has achieved perfect results in our four business units. We have 350+ goal-oriented, passionate specialists who are open to new challenges.<br><br><b>How old is the project? What stage is it at?</b><br>We are in the ed-tech space helping hundreds of thousands of students deal with academic hurdles and questions. We have been around since 2014, overgrowing every year. Furthermore, we are currently working on expanding the functionality of our product, all while focusing on improving customer experience and increasing our financial metrics.<br>Our company is a B2B2C educational platform that provides academic paper writing services. Our clients can choose the type of work, set requirements and deadlines, and choose the author. In addition, online chat allows customers and authors to communicate with each other to clarify.<br>We also provide services for checking papers for plagiarism, editing and correcting text, and training and advice on improving research paper writing skills. Our team of writers consists of only the best experts, who are rigorously screened and constantly improve their skills.<br>Our platform also provides the opportunity to receive feedback from authors and ask for technical support and help in choosing the best work.<br>We constantly improve our platform and services to provide our customers with the highest convenience and quality.<br>Our support team is always available to help customers with any questions regarding our platform. We strive to ensure that our clients have only a positive experience with us and recommend us to their friends and colleagues.<br><br><b>What do you need to do?</b><br>Write clean and well-structured code that is easy to read and maintain.<br>Use version control to manage code changes and collaborate with other developers.<br>Follow security best practices when handling sensitive data or user information.<br>Use automated testing tools to ensure code quality and reduce the risk of bugs.<br>Document your code and write clear and concise comments.<br>Use modular design principles to make your code more flexible and reusable.<br>Stay up-to-date with the latest industry trends and technologies.<br>Use design patterns and best practices to make your application more maintainable and extensible.<br>Technologies:<br>Python 3.x, DRF, Django Channels, Redis, PostgreSQL, Elasticsearch, AWS<br><br><b>Work experience:</b><br>5+ years of commercial experience with Python 3;<br>1+ years of experience with designing, implementing REST API (DRF, Fast API);<br>Experience working with relational and NoSQL databases(PostgreSQL, MongoDB);<br>Experience working on Linux, Docker;<br>Clear understanding of high-quality code, unit testing, software design and design patterns;<br>Exceptional problem-solving, technical and data analysis skills;<br>Experience with Scrum/Agile methodology, CI/CD.<br>Qualities: Star performer, Team player, Fast, Strong ownership<br>Additional hard skills:<br>Some experience with Elasticsearch;<br>Experience with Kubernetes, Clouds(AWS/GCP)<br>Questions and Answers:<br>- Does the job come with a probation period, and if so, how long does it last?Yes, there is a three-month probation period.<br>- What is the expected work schedule?<br>Full-time, flexible, please start no later than 11:00 (on average 8 hours per day). The office in Kyiv is open from 9:00 to 20:00. You can work remotely and also you can choose hybrid mode where you can combine working on-site and remotely.<br>- How many vacation and sick days are provided?<br>Annual paid vacation – 21 working days; Paid confirmed sick leave; 6 unconfirmed sick days/days off a year.<br><br><b>What social package and benefits are offered?</b><br>- English courses (up to 80 USD/month after successful completion of the probation period)<br>- Compensation for the cost of a subscription sports center (up to 80 USD/month after successful completion of the probation period)<br>- Medical insurance (50% after successful completion of the probation period) or $200 a year for health care<br>- Corporate events<br><br><b>Hiring process:</b><br>HR-call with Recruiter<br>Interview with the Hiring manager (1 hour)<br>Trial day<br>Proposal for cooperation with Develux<br>We believe that people with different perspectives and lived experiences drive the company to create unique solutions.","['Databases', 'Version Control', 'MongoDB', 'REST API', 'Django', 'Code Quality', 'SQL', 'Docker', 'Python', 'Automated Testing', 'PostgreSQL', 'Unit Testing', 'Scrum', 'Kubernetes', 'Unit testing', 'NoSQL', 'Lean', 'Agile']",,Upper-Intermediate,5,Office або Remote,52,20
Orderry,Senior Backend Engineer (Python),Україна(Київ),"Стек: Python 3.9, Django 4, DRF, Celery, PostgreSQL, Redis, Kafka, RabbitMQ, OpenAPI, Swagger, Pytest<br><br>Requirements:<br>5+ років досвіду на позиції Python Developer<br>Впевнене розуміння написання коду на Python<br>Глибоке знання реляційних баз даних і SQL. Розуміння прийомів індексування/шардингу/розбиття таблиць та коли їх використовувати<br>Досвід профайлінгу та оптимізації SQL запитів<br>Впевнені знання структур даних та алгоритмів (Big O)<br>Розуміння побудови додатків з REST API архітектурою<br>Досвiд з Celery<br>Досвiд з брокерами повідомлень RabbitMQ або Kafka<br>Розуміння та практичний досвід використання DRF або FastAPI<br>Досвід з Docker та Docker Compose<br>Досвід з Redis<br>Досвiд smoke/unit тестування з використанням Pytest<br>Досвід з Redis bash<br>Досвід з Redis Git<br>Гарні problem-solving навички<br><br>Буде плюсом:<br>Досвід роботи з сучасними інструментами моніторингу, такими як Grafana, Prometheus / LOKI, Data Dog тощо.<br>Практичний досвід побудови CI/CD процесів<br>Розуміння cloud інфраструктури та маніпулювання будь-якими інструментами оркестрації<br><br>Обов’язки:<br>Розробка нового функціоналу з нуля<br>Імплементація нових та вдосконалення існуючих технічних рішень<br>Тісна взаємодія з такими командами розробників, як QA, Frontend, DevOps<br>Оптимізація роботи баз даних<br>Планування та участь у розробці мікросервісів<br>Створення RFC та документації System Design для подальшої розробки<br><br>Пропонуємо<br>— Ми за саморозвиток та професійне зростання. Потрібно прокачатися — бери участь в заходах повністю або частково за рахунок компанії.<br>— На тебе чекають рев’ю для розбору цілей і завдань, 1-to-1 зустрічі з тімлідом і постійна підтримка тьютора.<br>— Великий і просторий офіс всього в хвилині від м. Бориспільська. Шлях на роботу завжди буде у протилежному напрямку від заторів.<br>— Ти матимеш 18 робочих днів відпустки, 10 оплачуваних лікарняних на рік (без лікарняного)<br>— Можливість працювати вдома.<br>— Курси англійської в офісі<br>— Ми надаємо юридичну та бухгалтерську підтримку за необхідності.<br>— Маєш власне авто? Тоді ми маємо для тебе місце на парковці бізнес-центру.<br><br>Обов’язки<br>— Розробка нової функціональності з нуля, розвиток та підтримка існуючої функціональності.<br>— Робота над архітектурою додатку.<br>— Уніфікація і стандартизація рішень.<br>— Комунікація з іншими командами в пошуку оптимальних рішень.<br>— Допомагати нам робити наші практики кращими, втілювати на практиці твої ідеї.<br>— Розробка нових методів нашого PRC.<br>— Написання тестів.<br><br>Про проєкт<br>Ми використовуємо продуктово-інженерний підхід у вирішенні завдань. Оскільки ми продуктова компанія, нам важливо, щоб розробники не лише виконували завдання, а й розуміли проблеми бізнесу, які вони закривають. Працюючи в невеликих командах, ви зможете впливати на дизайн системи та вносити великий внесок у зростання компанії.<br><br>Прагнемо створити середовище, яке забезпечує необхідну підтримку та наставництво для довготривалого розвитку наших співробітників.<br><br>Наш стек технологій<br>Python 3.9, Django 4, Celery, Protobuf<br>PostgreSQL, Redis, Kafka<br>asyncio / aiohttp<br>Docker, Kubernetes<br><br>Технічно, проект являє собою Django-додаток і кілька, порівняно невеликих, окремих сервісів на asyncio / aiohttp які реалізують інтеграції зі сторонніми системами (телефонія, SMS-шлюзи).<br><br>Сервіси між собою спілкуються через RabbitMQ. Також є один маленький сервіс на Erlang, який використовується як websocket сервер. Всього близько 100 тисяч рядків backend-коду.<br><br>Зберігаємо дані в Postgres. Обсяги інформації в окремих таблицях — порядку десятків мільйонів рядків, тому потрібно грамотно думати про швидкодію. Для кешування використовуємо Redis.<br><br>Фронтенд — односторінкове додаток на React / Redux. Проект повністю мігрувати на Python 3 і останню версію Django. Ми завжди намагаємося підтримувати всі залежності проекту в останніх стабільних версіях.","['Celery', 'REST API', 'Django', 'SQL', 'Docker', 'Python', 'Git', 'PostgreSQL', 'Kubernetes', 'Pytest', 'Swagger', 'FastAPI', 'Grafana', 'Prometheus', 'DevOps', 'WebSocket']",3500-4500,Intermediate,5,Гібридна робота,44,4
Zutobi,Senior Python (Django) Developer,"Швеція,    Україна","<b>Zutobi</b> is a global edtech product company that provides engaging and innovative digital solutions for driver education.<br>Our <b>core product Zutobi Drivers Ed</b> is an app and web-based learning platform that helps students to prepare for completing the permit test needed for getting a driver’s license.<br>Now we are launching <b>a new product Zutobi Instructor</b> — a solution that is designed to simplify the daily operations of driving schools.<br>We want to change the driving school industry by making the best driving school software in the world.<br>So, currently, we are seeking <b>a strong Python Developer</b> to join our amazing global team! In this role, you will be part of our product team, which has been working on Zutobi’s products.<br>In this role you will be responsible for developing new product features as well as improving existing ones.<br><br><b>About you:</b><br>— At least 4-5 years of commercial experience as a Back End Developer.<br>— Experience developing web applications using Python/Django/DRF.<br>— Experience working with relational and NoSQL databases.<br>— Experience working with Celery, RabbitMQ, Redis.<br>— Experience working with Cloud Services (Google Cloud Platform, AWS).<br>— Experience working with Docker.<br>— Experience writing unit tests.<br>— Experience with performance improvements.<br>— Good problem solving, technical and data analysis skills.<br>— Good knowledge of best practices in software design and design patterns.<br>— Good Computer Science fundamentals.<br>— Intermediate+ (or higher) English level.<br><br><b>Will be a plus:</b><br>— Experience with PHP.<br>— Experience with Node.js/Express.<br>— Experience with Front End and/or Mobile Development.<br><br><b>About your responsibilities:</b><br>— Working in an international distributed team in an Agile environment.<br>— Designing and developing new product features as well as improving existing ones.<br>— Identify and troubleshoot bugs and performance issues.<br>— Write unit tests, API documentation in swagger.<br>— Participating in product discussion meetings and technical decisions.<br>— Documenting technical decisions and approaches<br><br><b>What we offer:</b><br>— Working in the industry leader and growing together with the product (we finally reached over 250,000 monthly users).<br>— The freedom to push boundaries and use all your expertise.<br>— Salary review based on work performance.<br>— Remote work.<br>— Paid vacation & sick leaves (20 business days per year).<br>— Full taxation coverage from the company’s side.<br>— Development courses/training reimbursement.<br><br><b>Our mission</b><br>Our mission is to empower people through digital.<br>We provide engaging and innovative digital solutions that enable people to achieve their dreams and goals.<br><br>Our <b>core values</b> that guide everything we do are:<br><b>Safety</b> — we put safety first and never compromise on it. Our top priority is ensuring the well-being of our team and our customers.<br><b>Simplicity</b> — we believe in keeping things straightforward, clear, and easy to understand.<br><b>Modernity</b> — we stay up-to-date with the latest trends and changes, and actively work to embrace them.<br><b>Encouragement</b> — we are dedicated to supporting the progress of our colleagues, users, and society. By encouraging others to grow, we grow ourselves.<br><b>Helpfulness</b> — we are committed to providing people with what they need, and focus on creating lasting value in everything we do.<br><b>Accountability</b> — we lead the company by prioritizing high-value activities, delivering on time, and addressing challenges proactively with colleagues.","['Databases', 'Celery', 'Django', 'SQL', 'Docker', 'Python', 'Git', 'Swagger', 'NoSQL', 'Agile']",,Intermediate,5,Тільки віддалено,61,19
Kozak Agency,Middle/Senior Full Stack (Python / React.js / TypeScript),Україна,"<b>We are looking for a Python Developer for an outstaff project.</b><br><br><b>About the project:</b> it is a legal technology tool that lets lawyers use everyday words to make changes to documents instantly and accurately. The project’s mission is to make legal work less annoying, boring, and frustrating<br><br><b>Client’s location: EST time zone<br>Start date: in 2-3 weeks<br>Workload: full-time<br>Duration: 3-6 months</b><br><br><b>Requirements:</b><br>- Minimum 3 years of experience developing web applications using React<br>- Solid understanding of the following programming languages: TypeScript, JavaScript, and Python<br>- Additional experience with: React development with functional components; REST API architecture, construction, and consumption<br>- Advanced Microsoft Word<br>- Upper-Intermediate English<br><br><b>Preferred:</b><br>- Machine Learning: Building and managing training datasets for intent detection and training models<br>- Microsoft Word Add-In Design<br>- PostgreSQL experience<br>- Python libraries (i.e. Flask, Marshmallow)<br><br><b>We offer:</b><br>- cooperation with a stable company with well-established processes and a positive atmosphere;<br>- experience in project management of different levels of complexity, methodology, and approaches;<br>- flexible schedule: Mon-Fri (8 hours a day);<br>- a decent level of remuneration with regular reviews of the results of cooperation;<br>- corporate library for self-development;<br>- extensive loyalty program.","['Flask', 'REST API', 'Machine Learning', 'SQL', 'Python', 'PostgreSQL']",,Upper-Intermediate,3,Тільки віддалено,46,8
Kozak Agency,Senior Python Developer (with AWS skills),Україна,"We are looking for a Python Developer (with AWS skills) for a new and cutting-edge stealth startup, with a goal to ensure risk-free software releases, while bridging the gap between engineering and security teams.<br><br><b>What You’ll do?</b><br>- Developing a scalable deep security analysis platform based on dedicated security research and Machine Learning<br>- Develop features iteratively and quickly<br>- Research and pioneer the adoption of new technologies<br>- Lead topics and designs in a highly technological environment with complex architectures<br>- Lead the implementation of backend tasks in a highly technological, innovative, and vibrant environment<br><br><b>Requirements:</b><br>- 5 years of professional experience in software development<br>- 3+ years of commercial experience with Python <br>- 3+ years of commercial experience with AWS<br>- Experience in building complex systems and in system design<br>- English level: Upper-Intermediate<br>- Team player, attention to details, agile mindset<br>- Ability to work well in a dynamic group environment and under deadline pressures<br><br><b>Nice to have:</b><br>- Experience with Nodejs/React<br>- Experience with Docker/Kubernetes<br>- Experience with Cloud environment development and IaC technologies<br>- Experience building products from scratch","['Machine Learning', 'Docker', 'Python', 'Kubernetes', 'Agile']",,Upper-Intermediate,5,Office або Remote,34,7
SPS Commerce,Senior Software Engineer (Python),Україна,"What We Expect of You:<br>We are adding to our engineering staff in our Kyiv office to work with and support our engineering community in Ukraine and the US. We understand that our product is a complex mix of Python and Golang, Java, and some front-end parts, and no one will be a perfect fit. With this in mind, we are willing to teach, coach/mentor you, and provide the support needed to grow fast.<br><br>Other requirements include:<br><br>5+ years developing in Python (web applications)<br>Experience JavaScript and React<br>Experience with AWS or any other cloud provider infrastructure (Lambda, API Gateway, Kinesis, S3, EC2, DynamoDB, SQS, OpenSearch)<br>Intermediate English<br>Extra Points For:<br><br>Experience with Kubernetes<br>Experience in distributed systems<br>Experience with Docker and configuration management<br>Experience with Golang and Java<br>What We Offer:<br><br>Legal Employment<br>Continuous learning: technical, soft, and leadership skills; free English language classes; participation in conferences, workshops, and meetups; free access to LinkedIn learning and an internal knowledge database easily work in distributed teams and communicate with American colleagues<br>Medical insurance<br>A sports club membership<br>Paid sick and maternity/paternity leaves<br>28 vacation days<br>Flexible schedule outside the core hours<br>Regular team outings","['API Gateway', 'Docker', 'Python', 'Kubernetes', 'Configuration Management']",,Intermediate,5,Гібридна робота,24,1
EVA,Senior Python Developer,Україна,"Вітаю! Я Катерина, рекрутер Лінії магазинів EVA.<br><br>Дуже рада продовжувати розвиток продуктової команди e-commerce EVA.UA.<br><br>Ми починаємо пошук Senior Python Developer для нашого проєкту по розробці маркетплейсу.<br><br>Що важливо:<br><br>- досвід розробки від 3-х років;<br>- відмінне знання Python<br>- досвід роботи з Django, PostgreSQL, Elasticsearch, Redis;<br>- знання баз даних;<br>- розуміння принципів роботи високонавантажених веб сайтів;<br>- досвід роботи в команді.<br><br>Пропонуємо:<br><br>- участь у створенні проекту для багатомільйонної аудиторії;<br>- сучасний стек бекенда — Python/Django, PostgreSQL, Elasticsearch, Redis,<br>- сучасний стек фронтенду — ES6/TS/React, Webpack,<br>- роботу з найсучаснішими Cloud технологіями,<br>- гнучкий підхід до розробки та релізів.","['Django', 'SQL', 'Python', 'PostgreSQL']",,,3,Office або Remote,62,13
Luxoft,Senior Python Developer with AWS,Україна,"Project Description:<br>Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.<br>Responsibilities:<br>- Development of new features and modification of existing functionality based on new requirements<br>- Communication with other development teams.<br>- Proactive position in the preparation of approaches, solution development, and process improvement.<br><br>Mandatory Skills Description:<br>• Minimum 6 years of experience as a Python Engineer.<br>• Strong software engineering skills, including object-oriented design and an understanding of system design patterns<br>• Experience working in an agile environment.<br>• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc<br>• Experience of mentoring and building the skills of team members.<br>- Experience with Timeseries DB and real-time data<br>- Experience with AWS Services (Lambda, SQS);<br>- SQL/PostgreSQL knowledge<br><br>Nice-to-Have Skills:<br>Linux, Industrial IIoT","['SQL', 'Python', 'PostgreSQL', 'Monitoring', 'Agile']",,Upper-Intermediate,5,Office або Remote,32,6
Luxoft,Senior Python Developer with AWS,"Україна(Вінниця, Дніпро, Житомир+ ще 9 міст)","<b>Project Description:</b><br>Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.<br><b>Responsibilities:</b><br>- Development of new features and modification of existing functionality based on new requirements<br>- Communication with other development teams.<br>- Proactive position in the preparation of approaches, solution development, and process improvement.<br><b>Mandatory Skills Description:</b><br>• Minimum 6 years of experience as a Python Engineer.<br>• Strong software engineering skills, including object-oriented design and an understanding of system design patterns<br>• Experience working in an agile environment.<br>• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc<br>• Experience of mentoring and building the skills of team members.<br>- Experience with Timeseries DB and real-time data<br>- Experience with AWS Services (Lambda, SQS);<br>- SQL/PostgreSQL knowledge<br><b>Nice-to-Have Skills:</b><br>Linux, Industrial IIoT<br><b>Languages:</b><br>English: B2 Upper Intermediate","['SQL', 'Python', 'PostgreSQL', 'Monitoring', 'Agile']",,Upper-Intermediate,5,Тільки віддалено,37,5
Intelliarts,Team Lead / Senior Python Engineer (Indigo Ag),Україна(Львів),"We are looking for a Team Lead/Senior Software Engineer to join an Indigo Ag Engineering Organization. Indigo is determined to build a development center in Ukraine. Indigo Ag is a Unicorn Boston Startup with over 1200 employees.<br><br>Valued at over 3 Billion dollars, #2 on the Disruptors list Indigo Ag is an international AgriTech startup pioneering an ambitious mission in a budding industry where agriculture meets technology. Through data-driven insights, natural microbiology, and innovative digital technologies, Indigo is partnering across the supply chain, ultimately cultivating a scalable climate solution and enhanced ecosystem that beneficially serves farmers, consumers, and the planet alike. Indigo Engineering provides tremendous career and learning opportunities.<br><br>Working on the Indigo Platform, you will become a better engineer working with FastAPI, SQLAlchemy, Alembic, Pydantic, Python3, Celery, and Redis and learning to work on mono-repo in small highly autonomous teams with a very high degree of ownership.<br><br>Required skills<br>5+ years of experience using Python<br>Excellent understanding of the OO design/programming paradigm<br>Solid background in computer science and programming<br>Strong knowledge of databases and networks<br>At least an Upper-Intermediate Level of English<br>Ability to manage team and stakeholders<br>Mentoring experience<br>We offer<br>Professional development support (books, online courses, conferences, certifications, English classes, and clubs)<br>Flexible working hours and WFH policy (upon agreement with the teammates)<br>Home office setup compensation<br>Medical insurance or sports compensation<br>20 business days of paid vacation, additional vacation in case of baby birth<br>Sick leaves compensation<br>Maternity/paternity leave<br>Corporate events and team-buildings<br>Competitive salary","['Databases', 'SQLAlchemy', 'Celery', 'SQL', 'Python', 'Git', 'FastAPI']",,Upper-Intermediate,5,Office або Remote,45,12
Confitech Dienstleistungs GmbH,Senior Python developer (Location - Germany),Німеччина,"<b>Please note</b><br>This position requires the ability to work in the German office (Saarbrücken) or remotely from any German region. <br><br>It is required, that the candidate either should be located in Germany or be ready to quickly relocate to Germany and get a job permit. <br><br><br><b>About the company & project</b><br>Artificial intelligence is the steam engine of the fourth industrial revolution with a significant impact on all our lives. However, modern AI algorithms are powerful but dangerous black boxes that can cause significant financial and physical harm. Apple’s credit card which has been investigated for discriminating against women, Microsoft’s chatbot that reportedly made racist tweets, or Tesla’s autopilot which was reported to cause crashes are just examples of recent AI incidents. Making algorithmic decision-making transparent and accountable is, therefore, a fundamental prerequisite for future-proof organizations.<br><br>Our international team of machine learning researchers, engineers, and business minds has built AI systems for leading organizations and published at top-tier academic venues.<br><br>We enable society for a safe and self-determined co-existence with intelligent machines.<br><br><b>What will you do:</b><br>- Contribute to the architecture and delivery process of a scalable software product involving data science and machine learning<br>- Work on and improve existing algorithms<br>- Solve challenging optimization problems<br>- Develop clean, high-performance production codes and document them in a knowledge database<br>- Take part in code reviews to ensure the high-quality standards of the product and codebase<br><br><br><b>Requirements:</b><br>- You're a strong senior Python developer.<br>- Min 5+ years of professional software development experience.<br>- Solid skills in C/C++ or Java.<br>- Experience in cloud technologies (e.g. AWS).<br>- Experience in container/orchestration tools (Kubernetes, Docker).<br>- Solid knowledge of relational databases and SQL.<br>- Very good knowledge of design patterns and software design best practices.<br>- Fully comfortable working in English (written and spoken), German is a plus.<br>- Experience with ML libraries like scikit-learn, Spark ML or PyTorch/Tensorflow is a big plus.<br><br><br><b>What we offer:</b><br>We have entered a decade of disruption, driven by a dramatic shift in the power of technology and the audacity of startups. In order to be fit for the future, visionary companies will deliberately re-imagine themselves by injecting or attacking established business models with new ideas fueled by technology. Now it is your chance to be part of such a venture.<br><br>You have the chance to join an expert team at one of the world‘s most innovative cybersecurity ventures securing society in a digital age.<br><br>You have the chance to join an expert team at one of the world‘s most innovative cybersecurity ventures securing society in a digital age.<br><br>You get the chance to discuss product development with leading researchers and have exclusive insights into to process of gaining market readiness and traction as an early-stage venture. Work in an open and innovative environment where professional development is fostered and have access to coaching by world-class experts. Furthermore, you get your own area of responsibility and you can be sure that there is an adventure awaiting you.","['Databases', 'Spark', 'Machine Learning', 'PyTorch', 'SQL', 'Cybersecurity', 'Code Review', 'Docker', 'Python', 'Scikit-Learn', 'Git', 'Data Science', 'Kubernetes', 'TensorFlow', 'Lean', 'Orchestration']",,Upper-Intermediate,5,Office або Remote,42,2
Luxoft,Senior Python Developer,Україна,"Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.<br>Responsibilities:<br>- Development of new features and modification of existing functionality based on new requirements<br>- Communication with other development teams.<br>- Proactive position in the preparation of approaches, solution development, and process improvement.<br>Mandatory Skills Description:<br>• Minimum 6 years of experience as a Python Engineer.<br>• Strong software engineering skills, including object-oriented design and an understanding of system design patterns<br>• Experience working in an agile environment.<br>• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc<br>• Experience of mentoring and building the skills of team members.<br>- Experience with Timeseries DB and real-time data<br>- Experience with AWS Services (Lambda, SQS);<br>- SQL/PostgreSQL knowledge<br>Nice-to-Have Skills:Linux, Industrial IIoT","['SQL', 'Python', 'PostgreSQL', 'Monitoring', 'Agile']",,Upper-Intermediate,5,Office або Remote,25,3
Luxoft,Senior Python Developer with AWS,Україна,"Project Description: Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.<br><br>Responsibilities:<br>- Development of new features and modification of existing functionality based on new requirements<br>- Communication with other development teams.<br>- Proactive position in the preparation of approaches, solution development, and process improvement.<br><br>Mandatory Skills Description:<br><b>• Minimum 6 years of experience as a Python Engineer.</b><br>• Strong software engineering skills, including object-oriented design and an understanding of system design patterns<br>• Experience working in an agile environment.<br>• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc<br>• Experience of mentoring and building the skills of team members.<br>- Experience with Timeseries DB and real-time data<br><b>- Experience with AWS Services (Lambda, SQS);</b><br>- SQL/PostgreSQL knowledge<br><br>Nice-to-Have Skills: Linux, Industrial IIoT<br><br>Languages:<br>English: B2 Upper Intermediate","['SQL', 'Python', 'PostgreSQL', 'Monitoring', 'Agile']",,Upper-Intermediate,5,Office або Remote,32,2
Luxoft,Senior Python Developer with AWS,"Україна(Дніпро, Київ, Одеса)","Project Description:Development of monitoring and diagnostics system. It fulfils both local and remote data access and analytics requirement, as well as local and remote troubleshooting purpose.<br>Responsibilities:<br>- Development of new features and modification of existing functionality based on new requirements<br>- Communication with other development teams.<br>- Proactive position in the preparation of approaches, solution development, and process improvement.<br>Mandatory Skills Description:<br>• Minimum 6 years of experience as a Python Engineer.<br>• Strong software engineering skills, including object-oriented design and an understanding of system design patterns<br>• Experience working in an agile environment.<br>• Experience of presenting and implementing development team processes / best practices for environments, security, coding standards, QA processes etc<br>• Experience of mentoring and building the skills of team members.<br>- Experience with Timeseries DB and real-time data<br>- Experience with AWS Services (Lambda, SQS);<br>- SQL/PostgreSQL knowledge<br>Nice-to-Have Skills:Linux, Industrial IIoT","['SQL', 'Python', 'PostgreSQL', 'Monitoring', 'Agile']",,Upper-Intermediate,5,Office або Remote,14,1
Binariks,Senior Python Software Engineer with Data Science experience (in Europe),Україна(Львів),"<b>Binariks</b> is looking for a highly motivated and skilled Senior Python Software Engineer with Data Science experience.<br><b>Location: Europe</b><br><br><b>About the project: </b><br>A company that specializes in providing servicing management for all loan and credit receivables that lead to timely and mutually beneficial servicing solutions for both clients and borrowers. We leverage successful international practices by providing flexible and innovative solutions. We put the borrower at the forefront and, after careful consideration of their financial situation, design the best possible solution.<br><br><b>Requirements:</b><br>- A minimum of 7 years of hands-on experience in software development<br>- Advanced expertise in Python programming<br>- Solid written and verbal English communication skills<br>- Senior Python Engineer with some Data Science experience or - Senior Data Scientist with solid Python skills<br>- A passion for crafting clean, elegant, and well-documented source code<br>- Proven experience in writing both integration and unit tests in Python<br>- Familiarity with Continuous Integration (CI) and Continuous - Delivery (CD) practices<br>- Experience with Spark and Big Data<br><br><b>Responsibilities:</b><br>- Develop the back-end<br>- Collaborate closely with front-end developers and data science teams to ensure seamless functionality<br>- Triage, debug, and resolve technical issues efficiently<br>- Engage in code and peer reviews, upholding the highest quality standards<br>- Assist your team in understanding and prioritizing software requirements<br>- Actively participate in both internal and external meetings, discussing your work outcomes and project milestones<br><br><b>We provide the following for our employees:</b><br><br>18 working days of paid vacation<br>10 working days of sick leave annually (5 days paid at 100% and 5 days at 75% rate of your average monthly salary)<br>50% cost compensation for English courses<br>Flexible work schedule<br>Additional days off for special occasions, national holidays off<br>A competitive and rewarding salary based on performance appraisals/knowledge evaluation<br>Possibility to share and gain knowledge on regular tech talks<br>Friendly and professional team<br>Innovative projects with advanced technologies<br>Remote work<br>Accounting service","['Continuous Integration (CI)', 'Big Data', 'Spark', 'Python', 'Data Science', 'Lean']",,Upper-Intermediate,5,Office або Remote,19,1
